Timestamp,Capacitance (F)
0.000,1.60064e-11,3.21124e-03,0
0.391,1.60067e-11,3.21089e-03,0
0.733,1.60067e-11,3.21588e-03,0
1.075,1.60069e-11,3.32640e-03,0
1.417,1.60058e-11,3.29399e-03,0
1.758,1.60061e-11,3.28605e-03,0
2.100,1.60049e-11,3.24665e-03,0
2.441,1.60059e-11,3.27219e-03,0
2.783,1.60052e-11,3.30427e-03,0
3.124,1.60042e-11,3.18531e-03,0
3.469,1.60058e-11,3.16754e-03,0
3.808,1.60056e-11,3.18864e-03,0
4.150,1.60062e-11,3.29937e-03,0
4.492,1.60038e-11,3.18893e-03,0
4.836,1.60053e-11,3.16873e-03,0
5.174,1.60055e-11,3.23678e-03,0
5.516,1.60044e-11,3.32118e-03,0
5.859,1.60037e-11,3.32557e-03,0
6.204,1.60065e-11,3.30880e-03,0
6.542,1.60057e-11,3.24525e-03,0
6.883,1.60058e-11,3.25698e-03,0
7.224,1.60060e-11,3.24573e-03,0
7.567,1.60034e-11,3.28594e-03,0
7.909,1.60058e-11,3.24994e-03,0
8.250,1.60046e-11,3.31336e-03,0
8.591,1.60063e-11,3.21378e-03,0
8.934,1.60057e-11,3.21448e-03,0
9.275,1.60061e-11,3.23342e-03,0
9.617,1.60059e-11,3.27627e-03,0
9.959,1.60044e-11,3.27764e-03,0
